response_key,response_time_min,mitigation_method,outcome,security_tools_used
35135,29,Block IP,Success,Endpoint Detection
35136,114,Quarantine,Failure,Firewall
35137,1,Reset Credentials,Failure,WAF
35138,32,Containment,Failure,VPN
35139,163,Containment,Success,IDS
35140,141,Containment,Failure,VPN
35141,128,Patch,Failure,IDS
35142,88,Reset Credentials,Failure,VPN
35143,127,Patch,Success,SIEM
35144,128,Reset Credentials,Failure,WAF
35145,38,Reset Credentials,Success,Antivirus
35146,6,Block IP,Failure,SIEM
35147,78,Containment,Success,Endpoint Detection
35148,29,Containment,Failure,MFA
35149,56,Patch,Success,MFA
35150,146,Reset Credentials,Success,Firewall
35151,121,Containment,Failure,MFA
35152,35,Block IP,Success,Antivirus
35153,13,Quarantine,Failure,WAF
35154,6,Quarantine,Failure,VPN
35155,134,Patch,Success,MFA
35156,27,Quarantine,Success,SIEM
35157,39,Reset Credentials,Failure,Firewall
35158,1,Patch,Success,VPN
35159,120,Reset Credentials,Failure,IDS
35160,10,Patch,Failure,Antivirus
35161,102,Block IP,Failure,MFA
35162,25,Containment,Failure,WAF
35163,83,Reset Credentials,Failure,VPN
35164,125,Block IP,Success,VPN
35165,107,Quarantine,Failure,VPN
35166,81,Reset Credentials,Failure,SIEM
35167,167,Reset Credentials,Success,Antivirus
35168,126,Reset Credentials,Success,MFA
35169,58,Patch,Success,Antivirus
35170,136,Containment,Success,Firewall
35171,16,Containment,Failure,SIEM
35172,179,Patch,Failure,VPN
35173,169,Block IP,Failure,VPN
35174,96,Block IP,Failure,Firewall
35175,173,Quarantine,Success,Firewall
35176,60,Containment,Failure,Antivirus
35177,50,Quarantine,Success,VPN
35178,141,Patch,Success,Endpoint Detection
35179,70,Containment,Success,MFA
35180,18,Containment,Success,Firewall
35181,78,Reset Credentials,Success,MFA
35182,60,Containment,Failure,Firewall
35183,42,Block IP,Success,SIEM
35184,178,Quarantine,Success,MFA
35185,140,Block IP,Success,SIEM
35186,2,Containment,Failure,Antivirus
35187,100,Block IP,Success,Endpoint Detection
35188,133,Block IP,Failure,MFA
35189,173,Patch,Failure,Endpoint Detection
35190,123,Quarantine,Failure,Antivirus
35191,34,Containment,Success,Firewall
35192,7,Reset Credentials,Success,WAF
35193,3,Reset Credentials,Success,WAF
35194,10,Block IP,Failure,MFA
35195,142,Reset Credentials,Success,WAF
35196,130,Containment,Failure,WAF
35197,122,Block IP,Success,WAF
35198,33,Quarantine,Failure,SIEM
35199,64,Patch,Failure,MFA
35200,57,Block IP,Success,Firewall
35201,91,Patch,Success,IDS
35202,178,Quarantine,Success,Endpoint Detection
35203,62,Patch,Failure,MFA
35204,89,Block IP,Failure,WAF
35205,12,Containment,Failure,Antivirus
35206,77,Patch,Success,WAF
35207,114,Patch,Failure,Firewall
35208,34,Containment,Success,IDS
35209,180,Block IP,Success,Firewall
35210,55,Containment,Success,MFA
35211,105,Quarantine,Failure,IDS
35212,11,Reset Credentials,Success,VPN
35213,6,Patch,Failure,SIEM
35214,84,Reset Credentials,Success,Antivirus
35215,65,Reset Credentials,Success,IDS
35216,106,Patch,Success,VPN
35217,14,Patch,Success,Firewall
35218,134,Reset Credentials,Failure,Antivirus
35219,104,Quarantine,Failure,VPN
35220,158,Patch,Success,Firewall
35221,26,Containment,Failure,SIEM
35222,59,Quarantine,Success,WAF
35223,131,Block IP,Failure,Antivirus
35224,59,Patch,Failure,Antivirus
35225,87,Patch,Failure,MFA
35226,140,Patch,Failure,Antivirus
35227,110,Patch,Success,Endpoint Detection
35228,99,Reset Credentials,Success,Antivirus
35229,43,Patch,Success,Antivirus
35230,99,Quarantine,Failure,VPN
35231,89,Reset Credentials,Success,VPN
35232,72,Reset Credentials,Failure,IDS
35233,67,Containment,Failure,MFA
35234,37,Reset Credentials,Success,Endpoint Detection
35235,113,Containment,Success,SIEM
35236,149,Containment,Failure,VPN
35237,3,Patch,Failure,Antivirus
35238,77,Patch,Success,Antivirus
35239,71,Block IP,Failure,WAF
35240,105,Quarantine,Success,MFA
35241,101,Patch,Failure,WAF
35242,95,Block IP,Failure,WAF
35243,145,Containment,Failure,Antivirus
35244,177,Patch,Success,VPN
35245,29,Block IP,Failure,Firewall
35246,26,Block IP,Failure,IDS
35247,109,Reset Credentials,Success,Endpoint Detection
35248,122,Containment,Failure,VPN
35249,55,Reset Credentials,Failure,WAF
35250,59,Containment,Failure,VPN
35251,81,Reset Credentials,Failure,Endpoint Detection
35252,59,Containment,Failure,Firewall
35253,98,Quarantine,Failure,MFA
35254,164,Block IP,Failure,Firewall
35255,114,Containment,Success,VPN
35256,84,Patch,Success,VPN
35257,14,Patch,Failure,Antivirus
35258,146,Containment,Failure,Endpoint Detection
35259,113,Patch,Failure,Antivirus
35260,148,Quarantine,Success,VPN
35261,37,Reset Credentials,Failure,IDS
35262,135,Reset Credentials,Failure,SIEM
35263,77,Block IP,Success,WAF
35264,50,Patch,Failure,SIEM
35265,77,Block IP,Failure,SIEM
35266,103,Containment,Success,Endpoint Detection
35267,131,Patch,Success,Firewall
35268,68,Containment,Success,VPN
35269,125,Patch,Success,Endpoint Detection
35270,119,Reset Credentials,Failure,Firewall
35271,175,Containment,Failure,VPN
35272,15,Quarantine,Success,WAF
35273,59,Quarantine,Failure,VPN
35274,31,Block IP,Success,MFA
35275,74,Patch,Success,SIEM
35276,48,Block IP,Success,IDS
35277,12,Containment,Success,MFA
35278,103,Containment,Failure,Antivirus
35279,149,Quarantine,Failure,Endpoint Detection
35280,170,Containment,Failure,Endpoint Detection
35281,79,Reset Credentials,Failure,Antivirus
35282,95,Block IP,Success,SIEM
35283,30,Containment,Failure,IDS
35284,177,Quarantine,Failure,MFA
35285,116,Containment,Failure,VPN
35286,72,Block IP,Failure,Firewall
35287,107,Block IP,Failure,Firewall
35288,101,Patch,Success,MFA
35289,177,Block IP,Failure,SIEM
35290,84,Block IP,Success,Firewall
35291,2,Containment,Failure,VPN
35292,75,Quarantine,Success,Endpoint Detection
35293,171,Containment,Failure,VPN
35294,162,Reset Credentials,Success,VPN
35295,135,Patch,Success,WAF
35296,131,Quarantine,Success,MFA
35297,171,Containment,Failure,IDS
35298,86,Containment,Failure,VPN
35299,108,Reset Credentials,Failure,MFA
35300,161,Patch,Success,WAF
35301,88,Patch,Failure,Endpoint Detection
35302,12,Reset Credentials,Success,VPN
35303,165,Quarantine,Success,Firewall
35304,18,Containment,Success,IDS
35305,71,Reset Credentials,Success,Endpoint Detection
35306,170,Quarantine,Failure,SIEM
35307,44,Quarantine,Success,WAF
35308,119,Patch,Failure,Endpoint Detection
35309,165,Patch,Success,VPN
35310,99,Containment,Failure,Antivirus
35311,136,Reset Credentials,Failure,Endpoint Detection
35312,7,Block IP,Success,Firewall
35313,57,Block IP,Success,VPN
35314,4,Patch,Failure,Antivirus
35315,1,Block IP,Success,Endpoint Detection
35316,62,Block IP,Success,IDS
35317,165,Patch,Failure,IDS
35318,118,Containment,Failure,Antivirus
35319,113,Containment,Failure,WAF
35320,133,Containment,Success,Antivirus
35321,43,Patch,Failure,MFA
35322,94,Quarantine,Success,Endpoint Detection
35323,9,Containment,Success,IDS
35324,131,Patch,Success,SIEM
35325,90,Patch,Success,SIEM
35326,153,Patch,Failure,Endpoint Detection
35327,105,Containment,Success,Antivirus
35328,125,Block IP,Failure,VPN
35329,84,Patch,Success,WAF
35330,78,Containment,Success,Antivirus
35331,61,Quarantine,Success,MFA
35332,53,Containment,Success,IDS
35333,123,Patch,Success,SIEM
35334,98,Containment,Failure,Antivirus
35335,113,Containment,Success,MFA
35336,31,Block IP,Failure,IDS
35337,71,Reset Credentials,Success,SIEM
35338,106,Containment,Failure,MFA
35339,71,Quarantine,Failure,Endpoint Detection
35340,56,Reset Credentials,Failure,Antivirus
35341,143,Patch,Success,MFA
35342,170,Containment,Success,WAF
35343,111,Patch,Success,IDS
35344,152,Reset Credentials,Failure,IDS
35345,29,Containment,Success,Endpoint Detection
35346,65,Patch,Failure,MFA
35347,34,Patch,Success,VPN
35348,2,Containment,Success,Firewall
35349,60,Quarantine,Failure,IDS
35350,24,Block IP,Success,SIEM
35351,151,Patch,Success,Firewall
35352,112,Patch,Success,Firewall
35353,42,Containment,Failure,WAF
35354,58,Block IP,Success,MFA
35355,13,Quarantine,Failure,Firewall
35356,10,Quarantine,Failure,Antivirus
35357,163,Quarantine,Success,WAF
35358,111,Containment,Failure,Endpoint Detection
35359,17,Reset Credentials,Success,SIEM
35360,119,Containment,Failure,WAF
35361,86,Block IP,Failure,Antivirus
35362,26,Block IP,Failure,Firewall
35363,150,Block IP,Success,VPN
35364,179,Reset Credentials,Success,IDS
35365,56,Containment,Failure,IDS
35366,31,Containment,Failure,SIEM
35367,81,Patch,Failure,Endpoint Detection
35368,99,Quarantine,Failure,Endpoint Detection
35369,81,Quarantine,Failure,Firewall
35370,101,Patch,Failure,Endpoint Detection
35371,45,Block IP,Failure,SIEM
35372,26,Quarantine,Failure,IDS
35373,79,Reset Credentials,Success,WAF
35374,144,Quarantine,Success,VPN
35375,127,Reset Credentials,Success,SIEM
35376,135,Block IP,Failure,WAF
35377,20,Patch,Success,IDS
35378,161,Reset Credentials,Success,Firewall
35379,49,Reset Credentials,Failure,MFA
35380,2,Containment,Success,MFA
35381,49,Patch,Success,Firewall
35382,67,Quarantine,Failure,Antivirus
35383,92,Reset Credentials,Failure,WAF
35384,29,Patch,Failure,VPN
35385,50,Block IP,Success,IDS
35386,32,Quarantine,Failure,WAF
35387,51,Quarantine,Success,Firewall
35388,111,Patch,Failure,VPN
35389,52,Quarantine,Failure,Endpoint Detection
35390,13,Reset Credentials,Failure,MFA
35391,90,Reset Credentials,Failure,Endpoint Detection
35392,55,Containment,Failure,MFA
35393,94,Containment,Failure,MFA
35394,144,Patch,Failure,SIEM
35395,143,Block IP,Success,IDS
35396,32,Reset Credentials,Success,Firewall
35397,153,Patch,Failure,Firewall
35398,102,Reset Credentials,Failure,Antivirus
35399,126,Reset Credentials,Success,VPN
35400,16,Reset Credentials,Success,MFA
35401,109,Reset Credentials,Success,Endpoint Detection
35402,81,Reset Credentials,Success,IDS
35403,4,Quarantine,Failure,WAF
35404,13,Reset Credentials,Success,WAF
35405,100,Block IP,Failure,IDS
35406,105,Quarantine,Success,Firewall
35407,59,Containment,Success,SIEM
35408,167,Patch,Success,WAF
35409,92,Quarantine,Success,MFA
35410,23,Quarantine,Failure,Firewall
35411,138,Reset Credentials,Success,VPN
35412,162,Block IP,Success,VPN
35413,120,Quarantine,Failure,SIEM
35414,74,Quarantine,Success,Antivirus
35415,114,Reset Credentials,Success,IDS
35416,45,Block IP,Failure,VPN
35417,12,Block IP,Success,Endpoint Detection
35418,96,Patch,Success,SIEM
35419,5,Block IP,Success,VPN
35420,113,Containment,Success,Firewall
35421,88,Reset Credentials,Success,WAF
35422,6,Containment,Success,IDS
35423,35,Quarantine,Success,Antivirus
35424,27,Quarantine,Failure,Firewall
35425,59,Containment,Failure,VPN
35426,119,Block IP,Failure,Antivirus
35427,63,Block IP,Failure,Endpoint Detection
35428,87,Block IP,Failure,Antivirus
35429,59,Block IP,Failure,SIEM
35430,78,Patch,Success,WAF
35431,127,Quarantine,Success,IDS
35432,67,Patch,Failure,IDS
35433,126,Reset Credentials,Failure,VPN
35434,123,Reset Credentials,Failure,MFA
35435,168,Quarantine,Success,SIEM
35436,52,Block IP,Failure,Firewall
35437,133,Quarantine,Failure,Antivirus
35438,101,Patch,Failure,Antivirus
35439,78,Reset Credentials,Success,VPN
35440,70,Containment,Success,SIEM
35441,91,Patch,Failure,IDS
35442,168,Reset Credentials,Success,Antivirus
35443,144,Reset Credentials,Failure,Antivirus
35444,52,Containment,Failure,Endpoint Detection
35445,143,Patch,Failure,VPN
35446,36,Containment,Failure,Endpoint Detection
35447,113,Reset Credentials,Failure,VPN
35448,81,Containment,Failure,IDS
35449,37,Patch,Failure,Firewall
35450,16,Block IP,Success,WAF
35451,54,Containment,Success,VPN
35452,47,Quarantine,Failure,IDS
35453,103,Patch,Success,WAF
35454,35,Reset Credentials,Success,Firewall
35455,118,Containment,Success,IDS
35456,167,Containment,Success,WAF
35457,157,Block IP,Failure,MFA
35458,164,Reset Credentials,Success,IDS
35459,102,Containment,Failure,Endpoint Detection
35460,160,Quarantine,Success,IDS
35461,100,Patch,Failure,SIEM
35462,87,Block IP,Success,VPN
35463,4,Block IP,Success,Endpoint Detection
35464,16,Patch,Success,SIEM
35465,82,Containment,Success,MFA
35466,68,Reset Credentials,Success,MFA
35467,43,Block IP,Failure,IDS
35468,142,Containment,Success,SIEM
35469,82,Reset Credentials,Failure,MFA
35470,117,Patch,Failure,VPN
35471,175,Quarantine,Success,MFA
35472,100,Reset Credentials,Failure,Endpoint Detection
35473,160,Block IP,Failure,Antivirus
35474,128,Containment,Failure,Firewall
35475,65,Block IP,Success,WAF
35476,144,Reset Credentials,Success,WAF
35477,77,Containment,Success,SIEM
35478,6,Quarantine,Failure,Endpoint Detection
35479,34,Block IP,Success,SIEM
35480,113,Block IP,Success,Firewall
35481,177,Reset Credentials,Failure,VPN
35482,170,Block IP,Success,Endpoint Detection
35483,108,Quarantine,Failure,WAF
35484,150,Block IP,Success,Firewall
35485,74,Block IP,Success,Endpoint Detection
35486,70,Reset Credentials,Success,Endpoint Detection
35487,56,Containment,Failure,VPN
35488,158,Containment,Success,SIEM
35489,129,Quarantine,Failure,Firewall
35490,2,Containment,Success,IDS
35491,33,Patch,Failure,WAF
35492,87,Containment,Success,WAF
35493,59,Quarantine,Success,Endpoint Detection
35494,2,Quarantine,Success,Firewall
35495,70,Containment,Success,Antivirus
35496,56,Patch,Failure,WAF
35497,73,Containment,Failure,Firewall
35498,93,Reset Credentials,Success,VPN
35499,31,Patch,Failure,MFA
35500,121,Containment,Failure,Antivirus
35501,52,Block IP,Failure,Antivirus
35502,53,Quarantine,Failure,Endpoint Detection
35503,23,Patch,Success,WAF
35504,85,Patch,Success,Antivirus
35505,47,Patch,Failure,WAF
35506,53,Containment,Failure,Endpoint Detection
35507,168,Block IP,Success,Antivirus
35508,31,Reset Credentials,Success,MFA
35509,34,Containment,Failure,MFA
35510,170,Containment,Failure,SIEM
35511,146,Quarantine,Success,Endpoint Detection
35512,2,Quarantine,Failure,SIEM
35513,40,Patch,Success,Firewall
35514,173,Reset Credentials,Success,Firewall
35515,109,Containment,Success,MFA
35516,1,Reset Credentials,Failure,Endpoint Detection
35517,83,Quarantine,Success,WAF
35518,71,Reset Credentials,Success,Firewall
35519,165,Reset Credentials,Success,Firewall
35520,44,Quarantine,Failure,MFA
35521,155,Patch,Failure,SIEM
35522,176,Reset Credentials,Failure,MFA
35523,119,Containment,Success,WAF
35524,166,Quarantine,Failure,WAF
35525,169,Containment,Success,WAF
35526,83,Reset Credentials,Failure,Antivirus
35527,47,Patch,Failure,Antivirus
35528,105,Quarantine,Success,MFA
35529,131,Quarantine,Success,VPN
35530,12,Containment,Failure,WAF
35531,65,Patch,Success,SIEM
35532,130,Containment,Success,Endpoint Detection
35533,83,Reset Credentials,Success,VPN
35534,69,Containment,Failure,IDS
35535,103,Containment,Failure,SIEM
35536,6,Containment,Failure,VPN
35537,99,Containment,Success,SIEM
35538,122,Reset Credentials,Failure,IDS
35539,67,Quarantine,Failure,IDS
35540,70,Quarantine,Failure,IDS
35541,63,Containment,Failure,IDS
35542,126,Quarantine,Success,SIEM
35543,96,Block IP,Success,WAF
35544,2,Patch,Success,Firewall
35545,91,Quarantine,Success,VPN
35546,54,Quarantine,Success,Antivirus
35547,150,Patch,Success,WAF
35548,125,Quarantine,Failure,Antivirus
35549,25,Patch,Success,VPN
35550,4,Patch,Success,SIEM
35551,30,Block IP,Success,VPN
35552,119,Block IP,Failure,VPN
35553,98,Patch,Success,Endpoint Detection
35554,154,Block IP,Success,Firewall
35555,122,Containment,Failure,WAF
35556,28,Block IP,Success,MFA
35557,83,Block IP,Failure,Endpoint Detection
35558,157,Block IP,Success,IDS
35559,64,Containment,Success,Firewall
35560,51,Containment,Failure,IDS
35561,98,Quarantine,Success,Antivirus
35562,138,Reset Credentials,Failure,MFA
35563,139,Reset Credentials,Failure,MFA
35564,48,Patch,Success,SIEM
35565,35,Block IP,Failure,MFA
35566,94,Patch,Failure,VPN
35567,125,Containment,Failure,Endpoint Detection
35568,163,Quarantine,Success,Firewall
35569,33,Quarantine,Failure,MFA
35570,179,Block IP,Failure,VPN
35571,147,Reset Credentials,Success,SIEM
35572,153,Block IP,Success,Antivirus
35573,72,Patch,Success,Antivirus
35574,116,Reset Credentials,Success,SIEM
35575,5,Patch,Failure,Antivirus
35576,112,Patch,Failure,SIEM
35577,166,Containment,Failure,VPN
35578,107,Quarantine,Failure,Antivirus
35579,99,Reset Credentials,Failure,WAF
35580,161,Block IP,Failure,MFA
35581,47,Reset Credentials,Failure,WAF
35582,11,Block IP,Success,VPN
35583,75,Containment,Success,SIEM
35584,51,Patch,Success,MFA
35585,86,Containment,Success,WAF
35586,93,Block IP,Success,IDS
35587,104,Containment,Failure,SIEM
35588,125,Containment,Success,Firewall
35589,9,Block IP,Success,WAF
35590,125,Block IP,Success,Antivirus
35591,52,Patch,Success,SIEM
35592,74,Quarantine,Success,Antivirus
35593,39,Quarantine,Failure,Firewall
35594,27,Quarantine,Failure,MFA
35595,148,Patch,Failure,Antivirus
35596,52,Reset Credentials,Success,Antivirus
35597,180,Patch,Failure,SIEM
35598,72,Quarantine,Failure,MFA
35599,30,Patch,Success,VPN
35600,9,Quarantine,Failure,IDS
35601,44,Reset Credentials,Failure,MFA
35602,138,Patch,Success,SIEM
35603,157,Quarantine,Success,IDS
35604,118,Reset Credentials,Failure,WAF
35605,88,Block IP,Success,Antivirus
35606,67,Patch,Success,VPN
35607,63,Containment,Success,SIEM
35608,76,Block IP,Success,SIEM
35609,39,Reset Credentials,Failure,WAF
35610,86,Patch,Success,IDS
35611,9,Block IP,Success,WAF
35612,110,Reset Credentials,Failure,Antivirus
35613,88,Patch,Failure,Antivirus
35614,140,Block IP,Success,Endpoint Detection
35615,113,Quarantine,Success,MFA
35616,137,Reset Credentials,Success,SIEM
35617,49,Block IP,Failure,MFA
35618,127,Block IP,Success,IDS
35619,44,Patch,Failure,Endpoint Detection
35620,23,Patch,Success,MFA
35621,144,Patch,Failure,IDS
35622,122,Containment,Failure,Firewall
35623,40,Patch,Failure,WAF
35624,170,Containment,Failure,Endpoint Detection
